footfall,tempMode,AQ,USS,CS,VOC,RP,IP,Temperature,fail,collection_time
2,7,4,5,5,3,55,3,23,0,2025-05-10 10:10:15
5,3,6,3,5,5,27,6,23,1,2025-05-10 10:10:20
56,3,4,4,5,1,26,6,23,0,2025-05-10 10:10:25
75,7,4,2,6,5,54,6,23,0,2025-05-10 10:10:30
56,0,5,2,6,5,42,4,23,1,2025-05-10 10:10:35
0,5,6,1,6,6,57,7,23,1,2025-05-10 10:10:40
0,0,7,1,4,6,54,6,23,1,2025-05-10 10:10:45
75,6,6,3,6,6,55,6,23,1,2025-05-10 10:10:50
1600,7,5,3,6,6,50,7,23,1,2025-05-10 10:10:55
15,0,5,5,6,1,57,7,23,0,2025-05-10 10:11:00
19,3,5,3,7,3,46,4,23,0,2025-05-10 10:11:05
16,7,6,2,6,6,53,6,23,1,2025-05-10 10:11:10
42,2,3,3,5,0,32,7,23,0,2025-05-10 10:11:15
18,5,5,2,5,3,53,5,23,1,2025-05-10 10:11:20
0,3,3,3,6,1,39,6,23,0,2025-05-10 10:11:25
310,1,5,2,5,4,47,6,23,1,2025-05-10 10:11:30
1600,7,5,2,4,2,57,4,23,0,2025-05-10 10:11:35
23,5,6,3,6,6,49,6,23,1,2025-05-10 10:11:40
20,1,5,4,6,5,31,5,23,0,2025-05-10 10:11:45
51,5,5,3,5,5,43,6,23,1,2025-05-10 10:11:50
0,2,5,2,5,4,44,6,23,1,2025-05-10 10:11:55
0,4,4,3,6,0,39,6,23,0,2025-05-10 10:12:00
0,2,6,1,6,5,49,4,23,1,2025-05-10 10:12:05
18,7,5,4,6,4,72,6,23,1,2025-05-10 10:12:10
7300,7,5,2,6,5,50,6,23,1,2025-05-10 10:12:15
110,1,5,2,6,6,28,4,23,1,2025-05-10 10:12:20
0,0,5,2,7,3,48,7,23,1,2025-05-10 10:12:25
3500,1,3,4,7,1,32,6,23,0,2025-05-10 10:12:30
720,7,5,5,5,1,63,4,23,0,2025-05-10 10:12:35
9,4,4,5,6,5,36,4,23,1,2025-05-10 10:12:40
47,7,6,3,6,6,36,6,23,1,2025-05-10 10:12:45
350,7,3,2,7,2,53,3,23,0,2025-05-10 10:12:50
0,5,2,2,6,2,44,7,23,0,2025-05-10 10:12:55
0,0,4,2,6,6,41,7,24,1,2025-05-10 10:13:00
83,0,2,3,6,1,56,7,24,0,2025-05-10 10:13:05
1,4,4,4,6,2,63,7,24,0,2025-05-10 10:13:10
190,7,2,4,6,0,52,6,24,0,2025-05-10 10:13:15
0,7,3,3,7,2,43,7,24,0,2025-05-10 10:13:20
12,7,4,3,6,2,40,3,24,0,2025-05-10 10:13:25
9,5,5,1,7,4,69,4,24,1,2025-05-10 10:13:30
23,7,2,2,6,0,49,7,24,0,2025-05-10 10:13:35
9,1,3,3,6,2,65,7,24,0,2025-05-10 10:13:40
18,5,6,1,6,5,53,7,24,1,2025-05-10 10:13:45
0,5,5,3,5,6,50,4,24,1,2025-05-10 10:13:50
12,3,2,4,6,0,27,5,24,0,2025-05-10 10:13:55
0,6,5,3,5,5,44,6,24,1,2025-05-10 10:14:00
170,2,2,3,5,0,54,7,24,0,2025-05-10 10:14:05
0,7,4,2,6,4,33,5,24,1,2025-05-10 10:14:10
9,0,4,4,6,3,48,7,24,0,2025-05-10 10:14:15
23,3,5,2,6,5,54,5,24,1,2025-05-10 10:14:20
0,0,6,2,5,6,56,3,24,1,2025-05-10 10:14:25
9,1,2,4,7,2,34,7,24,0,2025-05-10 10:14:30
290,7,6,4,7,6,41,6,24,0,2025-05-10 10:14:35
1,0,5,1,5,6,40,6,24,1,2025-05-10 10:14:40
350,1,7,2,6,6,55,6,24,1,2025-05-10 10:14:45
20,0,4,3,5,5,38,6,24,1,2025-05-10 10:14:50
0,3,6,2,6,6,40,6,24,1,2025-05-10 10:14:55
23,1,6,1,6,6,46,4,24,1,2025-05-10 10:15:00
150,4,3,3,4,0,26,6,24,0,2025-05-10 10:15:05
31,0,5,2,7,3,49,6,24,0,2025-05-10 10:15:10
0,7,4,1,5,6,51,5,24,1,2025-05-10 10:15:15
9,2,5,2,6,4,46,6,24,0,2025-05-10 10:15:20
47,0,3,4,6,2,40,7,24,0,2025-05-10 10:15:25
900,0,3,4,7,2,30,5,24,0,2025-05-10 10:15:30
83,3,2,3,6,2,45,5,24,0,2025-05-10 10:15:35
18,7,5,4,6,4,52,7,24,1,2025-05-10 10:15:40
0,0,6,1,5,6,36,6,24,1,2025-05-10 10:15:45
20,0,4,3,5,3,49,6,24,0,2025-05-10 10:15:50
24,7,3,4,5,1,38,7,24,0,2025-05-10 10:15:55
18,0,2,4,6,1,51,7,24,0,2025-05-10 10:16:00
9,3,3,2,5,1,47,6,24,0,2025-05-10 10:16:05
0,1,6,1,5,6,52,7,24,1,2025-05-10 10:16:10
9,0,6,2,6,6,33,6,24,1,2025-05-10 10:16:15
0,4,4,2,6,6,50,4,24,1,2025-05-10 10:16:20
18,7,6,2,5,4,48,7,24,1,2025-05-10 10:16:25
19,3,2,2,6,0,36,6,24,0,2025-05-10 10:16:30
31,3,2,3,6,1,35,7,24,0,2025-05-10 10:16:35
3500,7,7,3,5,4,34,7,24,0,2025-05-10 10:16:40
0,7,2,4,5,2,53,6,24,0,2025-05-10 10:16:45
33,0,4,3,6,2,33,7,24,0,2025-05-10 10:16:50
0,1,6,3,6,6,52,6,24,1,2025-05-10 10:16:55
18,3,4,3,6,4,44,7,24,0,2025-05-10 10:17:00
0,0,3,4,4,0,48,6,24,0,2025-05-10 10:17:05
31,3,5,2,6,5,20,4,24,1,2025-05-10 10:17:10
0,5,3,2,4,6,45,6,24,1,2025-05-10 10:17:15
59,7,4,2,6,2,70,3,24,0,2025-05-10 10:17:20
0,0,3,3,4,2,39,3,24,0,2025-05-10 10:17:25
7300,7,3,3,5,1,40,7,24,1,2025-05-10 10:17:30
75,4,5,2,7,5,62,6,24,1,2025-05-10 10:17:35
0,7,5,2,6,4,46,6,24,1,2025-05-10 10:17:40
27,7,4,4,7,2,46,3,24,0,2025-05-10 10:17:45
1600,7,4,2,5,6,56,7,24,1,2025-05-10 10:17:50
0,7,6,3,6,6,55,7,24,1,2025-05-10 10:17:55
0,7,6,2,6,6,41,4,24,1,2025-05-10 10:18:00
7300,1,2,3,6,0,43,7,24,0,2025-05-10 10:18:05
16,7,7,1,7,6,34,3,24,1,2025-05-10 10:18:10
0,7,7,1,6,4,73,6,24,1,2025-05-10 10:18:15
0,7,5,2,6,6,50,6,24,1,2025-05-10 10:18:20
0,3,6,2,7,5,43,6,24,1,2025-05-10 10:18:25
0,6,6,2,5,6,46,7,24,1,2025-05-10 10:18:30
18,7,4,2,6,3,61,7,24,1,2025-05-10 10:18:35
